subject,sequence,frame,camera,outcome,official_median_mm,official_p90_mm,official_p95_mm,official_coverage_50mm,txyz_median_mm,txyz_p90_mm,txyz_p95_mm,txyz_coverage_50mm,delta_median_mm
Sub05,Date03_Sub05_backpack,t0101.000,K1,ALL_3_IMPROVED,39.6704642631484,83.25984588564424,101.57211264078468,0.63,10.605455715010743,26.75761848018235,40.01482358904235,0.955,-29.065008548137662
Sub05,Date03_Sub05_backpack,t0101.000,K2,ALL_3_IMPROVED,39.49536990158911,92.90664078569236,101.12587457525612,0.602,18.66868982899944,36.834104257452495,48.077034936182216,0.957,-20.826680072589667
Sub05,Date03_Sub05_backpack,t0101.000,K3,ALL_3_IMPROVED,38.74389675074178,81.32783033731101,96.55570792202786,0.629,19.31423364624539,41.46951694057159,53.30244611038037,0.9436,-19.42966310449639
Sub05,Date03_Sub05_stool,t0019.000,K1,ALL_3_IMPROVED,23.466656239690984,88.67457876286653,107.11453924521427,0.7736,15.608038939150472,54.74914795870818,72.94462576366895,0.8852,-7.858617300540512
Sub05,Date03_Sub05_stool,t0019.000,K2,ALL_3_IMPROVED,28.38782352334089,57.31649902261019,72.05813978347172,0.84,12.234910260201604,41.50854685007645,54.453266617078505,0.9382,-16.15291326313929
Sub05,Date03_Sub05_stool,t0019.000,K3,ALL_3_IMPROVED,17.806252828978458,45.79675115371283,90.28817824603716,0.9112,10.948875861957028,37.82245274523155,68.29892192440107,0.915,-6.85737696702143
Sub05,Date03_Sub05_stool,t0035.000,K1,ALL_3_IMPROVED,63.229689887808775,104.1245807298843,125.0468780988394,0.3558,16.534041199679066,46.269596396547165,60.60109137072777,0.9254,-46.69564868812971
Sub05,Date03_Sub05_stool,t0035.000,K2,ALL_3_IMPROVED,36.566112554910944,93.29281781409762,106.35892432669925,0.6052,23.142487351091397,48.31964622531408,53.69050111963457,0.9172,-13.423625203819547
Sub05,Date03_Sub05_stool,t0035.000,K3,ALL_3_IMPROVED,44.152042864662576,107.66299235922462,140.8349871006598,0.5602,13.701942919150046,34.58462812705711,54.324833115983715,0.943,-30.45009994551253
Sub05,Date03_Sub05_stool,t0050.000,K1,ALL_3_IMPROVED,86.02993997407413,142.75196413953333,156.02090834833098,0.2674,19.317697991247783,38.63651581562751,43.74651711233884,0.968,-66.71224198282634
Sub05,Date03_Sub05_stool,t0050.000,K2,ALL_3_IMPROVED,48.518555495663485,104.6464787540058,131.9913150536095,0.5198,15.892092957835334,40.71107255430233,46.30541690616535,0.9602,-32.62646253782815
